time;X_value;Y_value;Z_value
1,1464;15,02886;0,65843;9,21317
1,1464;14,89718;0,70392;9,05754
1,1488;14,88042;0,71828;8,88276
1,1512;15,07435;0,92419;8,43264
1,1566;14,36325;1,28812;8,10462
1,1566;14,36325;1,28812;8,10462
1,1576;14,22918;1,35037;8,09025
1,1583;13,97299;1,39826;7,9873
1,1615;13,8844;1,41023;7,8628
1,1634;13,55878;1,42699;7,57788
1,1645;13,31935;1,4198;7,46774
1,1669;12,90035;1,39347;7,23071
1,1742;12,56276;1,32164;7,02001
1,1742;12,47417;1,2977;6,89791
1,177;12,21798;1,28333;6,41187
1,177;12,2132;1,31206;6,29934
1,177;12,2132;1,31206;6,29934
1,1793;12,17489;1,37671;6,09103
1,1811;12,11024;1,41502;6,00005
1,1836;12,06475;1,45811;5,8564
1,1848;11,9187;1,49642;5,78217
1,187;11,83251;1,48924;5,75344
1,1907;11,61463;1,45093;5,69598
1,1907;11,35126;1,36234;5,69837
1,197;10,58748;0,99841;5,92583
1,197;10,58748;0,99841;5,92583
1,197;10,372;0,87391;6,04076
1,1979;10,1613;0,74462;6,17723
1,2001;9,80695;0,5028;6,50764
1,2033;9,66329;0,3759;6,6896
1,2049;9,27781;-0,05267;7,68562
1,2072;8,9067;-0,46688;10,15651
1,2084;8,81572;-0,59857;11,97616
1,2103;9,00247;-0,59378;15,71123
1,2156;9,46457;-0,4597;14,87323
1,2157;9,46457;-0,4597;14,87323
1,2158;9,45978;-0,4597;13,18288
1,2186;9,4526;-0,45731;11,82532
1,2212;9,55316;-0,43097;10,55157
1,2232;9,72794;-0,32562;10,8317
1,2264;9,69442;-0,23943;11,30098
1,2264;9,66808;-0,18915;12,19883
1,2287;10,03441;-0,1676;12,52206
1,2307;10,22834;-0,12929;12,48854
1,2384;10,63776;0,0431;11,7942
1,2384;10,67368;0,06704;11,58111
1,2384;10,67368;0,06704;11,58111
1,2395;10,61143;0,01676;11,13098
1,2413;10,52284;-0,05267;10,9155
1,2441;10,30735;-0,24422;10,47974
1,248;10,1637;-0,3759;10,05356
1,248;10,09666;-0,42858;9,86441
1,2503;9,98173;-0,47407;9,46457
1,2511;9,90033;-0,47646;9,25866
1,2562;9,77582;-0,49561;8,25546
1,2562;9,70639;-0,49322;8,01124
1,2563;9,70639;-0,49322;8,01124
1,2595;9,49569;-0,49561;7,56351
